distance,flux0,varflux0,flux1,varflux1
3.665000,0.678291,0.356583,0.050526,0.029458
3.675000,0.676709,0.356424,0.050424,0.029376
3.685000,0.675197,0.356314,0.050345,0.029368
3.695000,0.673607,0.356158,0.050201,0.029222
3.705000,0.671166,0.355324,0.050065,0.029097
3.715000,0.669699,0.355154,0.049940,0.029037
3.725000,0.668227,0.354940,0.049866,0.028981
3.735000,0.666682,0.354804,0.049834,0.029033
3.745000,0.665153,0.354610,0.049650,0.028880
3.755000,0.663569,0.354413,0.049603,0.028884
3.765000,0.662255,0.354228,0.049484,0.028808
3.775000,0.660744,0.354077,0.049333,0.028711
3.785000,0.659210,0.353866,0.049184,0.028550
3.795000,0.657730,0.353686,0.049020,0.028418
3.805000,0.655368,0.352834,0.048861,0.028305
3.815000,0.653910,0.352585,0.048716,0.028148
3.825000,0.652334,0.352403,0.048695,0.028210
3.835000,0.650903,0.352174,0.048600,0.028163
3.845000,0.649344,0.351961,0.048557,0.028190
3.855000,0.647980,0.351790,0.048378,0.028085
3.865000,0.646517,0.351573,0.048159,0.027845
3.875000,0.645066,0.351346,0.048059,0.027743
3.885000,0.643595,0.351123,0.047971,0.027689
3.895000,0.642153,0.350894,0.047896,0.027674
3.905000,0.639721,0.349973,0.047825,0.027642
3.915000,0.638300,0.349743,0.047781,0.027658
3.925000,0.636835,0.349498,0.047678,0.027608
3.935000,0.635283,0.349280,0.047607,0.027590
3.945000,0.633812,0.349049,0.047500,0.027513
3.955000,0.632482,0.348798,0.047351,0.027391
3.965000,0.631151,0.348552,0.047229,0.027310
3.975000,0.629704,0.348317,0.047084,0.027206
3.985000,0.628249,0.348047,0.046964,0.027098
3.995000,0.626887,0.347784,0.046909,0.027086
4.005000,0.624514,0.346815,0.046823,0.027039
4.015000,0.622979,0.346543,0.046758,0.027029
4.025000,0.621582,0.346282,0.046656,0.026974
4.035000,0.620015,0.345979,0.046651,0.027008
4.045000,0.618525,0.345724,0.046630,0.027060
